RESPID,INTERVIEW_START_W157,INTERVIEW_END_W157,DEVICE_TYPE_W157,SVYMODE_W157,LANG_W157,X_AGECAT_W157,X_EDUCCAT2_W157,EMPLSIT_W157,JOBNUM_W157,PAYTYPE_W157,JOBTYPEMOD_W157,INDUSTRYCOMBO_W157,LOOKLKLY_W157,JOBSEC_W157,FINDJOB_W157,JOBDUTYMOD_a_W157,JOBDUTYMOD_b_W157,JOBDUTYMOD_c_W157,JOBDUTYMOD_d_W157,NUMEMP_W157,JOBSAT_W157,WORKSATIS_a_W157,WORKSATIS_b_W157,WORKSATIS_c_W157,WORKSATIS_d_W157,WORKSATIS_e_W157,WORKSATIS_f_W157,WORKSATIS_g_W157,WORKSATIS_h_W157,WORKSATIS_i_W157,WORKSATIS_j_W157,WORKSATIS_k_W157,PAYRS_a_W157,PAYRS_b_W157,PAYRS_c_W157,PAYRS_d_W157,PAYRS_e_W157,JOBCAREER_W157,WRKRS_W157,JOBDO_W157,JOBRESP1_W157,JOBRESP2_a_W157,JOBRESP2_b_W157,JOBRESP2_c_W157,WFHOPTION_W157,WFHPAST_W157,WFHCURR_W157,WFHDAYOPT_W157,WFHPOSTCVDMOD_W157,WFHSTAYJOB_W157,WFHIMPACT_a_W157,WFHIMPACT_b_W157,WFHIMPACT_c_W157,WFHIMPACT_d_W157,WFHIMPACT_e_W157,WFHIMPACT_f_W157,REMOTECALLS1_W157,REMOTECALLS4_W157,TRACKKNOW_a_W157,TRACKKNOW_b_W157,TRACKKNOW_c_W157,TRACKKNOW_d_W157,TRACKKNOW_e_W157,TRACKKNOW_f_W157,TRACKVIEW_W157,COVIDMEASURE_W157,TRAINNEED_W157,TRAINWAY1_W157,TRAINWAY2_W157,TRAINWAY3_W157,TRAINWAY4_W157,TRAINWAY5_W157,GOTTRAIN_W157,TRAINRS_a_W157,TRAINRS_b_W157,TRAINRS_c_W157,TRAINRS_d_W157,TRAINRS_e_W157,TRAINRS_f_W157,AIWRKTRAIN_W157,NOTRAINRS_a_W157,NOTRAINRS_b_W157,NOTRAINRS_c_W157,NOTRAINRS_d_W157,NOTRAINRS_e_W157,SKILLIMP_a_W157,SKILLIMP_b_W157,SKILLIMP_c_W157,SKILLIMP_d_W157,SKILLIMP_e_W157,SKILLIMP_f_W157,SKILLIMP_g_W157,SKILLIMP_h_W157,SKILLIMP_i_W157,AIWRKHEARD_W157,AIWRKFEEL_a_W157,AIWRKFEEL_b_W157,AIWRKFEEL_c_W157,AIWRKFEEL_d_W157,AIWRKDONE1_W157,AIWRKDONE2_W157,AIWRKOPPO_W157,CHATWRKHRD_W157,CHATWRK_W157,CHATWRKUSE_a_W157,CHATWRKUSE_b_W157,CHATWRKUSE_c_W157,CHATWRKUSE_d_W157,CHATWRKUSE_e_W157,CHATWRKUSE_f_W157,CHATWRKUSE_g_W157,CHATWRKIMP_a_W157,CHATWRKIMP_b_W157,NOCHATUSE_a_W157,NOCHATUSE_b_W157,NOCHATUSE_c_W157,NOCHATUSE_d_W157,CHATWRKPLC_W157,WRKDEI_W157,DIVEFFORT_W157,F_METRO,F_CREGION,F_USR_SELFID,F_AGECAT,F_GENDER,F_EDUCCAT,F_EDUCCAT2,F_HISP,F_HISP_ORIGIN,F_YEARSINUS_RECODE,F_RACECMB,F_RACETHNMOD,F_BIRTHPLACE,F_MARITAL,F_RELIG,F_BORN,F_RELIGCAT1,F_ATTENDPER,F_PARTY_FINAL,F_PARTYLN_FINAL,F_PARTYSTR_FINAL,F_PARTYLNCLOSE_FINAL,F_PARTYSUM_FINAL,F_PARTYSUMIDEO_FINAL,F_REG,F_INC_SDT1,F_IDEO,F_INTFREQ,F_VOLSUM,F_INC_TIER2,WEIGHT_W157
15702173,08-Oct-2024 20:36:32,08-Oct-2024 20:57:17,3,1,9,2,5,1,1,1,5,9,1,4,4,2,1,2,1,6,5,4,4,5,3,2,2,2,4,6,4,3,3,2,1,2,3,1,,3,3,2,3,3,1,4,1,,2,5,5,4,4,3,4,4,1,2,3,3,3,3,1,3,1,,1,,,,,,1,2,3,3,3,1,3,1,,,,,,1,1,3,4,3,3,3,5,2,1,2,2,1,2,4,4,3,1,5,,,,,,,,,,3,2,3,1,1,1,2,1,4,2,2,1,1,5,2,,1,1,1,1,6,9,,3,6,2,,2,,2,4,1,9,5,1,2,3,0.6753609745692671
15702174,08-Oct-2024 16:08:58,08-Oct-2024 16:21:13,1,1,9,4,6,2,2,2,2,2,5,2,3,2,2,1,2,3,2,3,3,3,3,2,2,2,2,3,3,5,,,,,,3,3,3,2,1,2,2,2,3,,,3,,,,,,,,3,,1,2,2,1,1,3,3,2,1,,,,,,1,1,3,3,1,1,3,2,,,,,,2,2,2,2,2,2,3,3,2,2,2,2,2,2,5,4,4,2,5,,,,,,,,,,3,1,1,1,3,2,4,1,1,2,4,2,1,6,2,,1,1,1,1,1,1,1,1,2,1,,1,,1,1,1,7,1,2,1,2,0.5941921277265341
15702175,10-Oct-2024 14:33:00,10-Oct-2024 14:41:46,1,1,9,1,6,1,1,1,3,8,4,2,5,2,2,2,1,4,3,2,2,3,3,3,2,3,3,1,4,3,,,,,,1,,2,3,2,2,8,1,6,3,1,3,3,3,1,3,3,3,3,1,2,3,3,3,3,3,3,3,3,1,,,,,,2,,,,,,,,2,3,3,2,2,1,1,2,2,2,2,3,4,1,2,2,2,1,2,5,4,2,2,4,2,2,2,2,2,2,1,4,4,,,,,2,1,3,1,3,1,1,1,1,6,2,,1,3,5,1,6,9,,3,6,2,,2,,2,4,1,7,4,1,1,2,0.35032326039662093
15702176,09-Oct-2024 05:42:02,09-Oct-2024 05:50:02,1,1,9,2,6,1,1,1,1,3,1,3,5,2,2,1,2,4,3,5,5,4,4,2,3,5,3,5,5,5,1,2,1,3,1,2,,3,2,2,2,2,1,5,5,1,3,,3,5,3,3,3,3,2,1,1,1,1,1,1,1,1,1,1,,,,,,2,,,,,,,,2,2,1,3,2,1,2,1,3,2,2,3,1,1,1,1,1,1,2,4,3,2,1,4,1,1,2,1,1,1,2,5,5,,,,,3,2,3,1,4,2,2,1,1,6,2,,1,1,1,1,3,9,,3,5,3,1,,3,1,2,1,6,3,1,2,2,0.8333582290724532
15702177,12-Oct-2024 16:18:21,12-Oct-2024 16:20:15,1,1,9,3,2,1,1,2,1,7,5,1,4,2,2,1,1,1,2,3,3,3,3,2,2,2,2,2,4,4,,,,,,1,,3,2,2,1,2,2,5,,,2,,,,,,,,4,,1,1,2,3,2,2,3,3,1,,,,,,2,,,,,,,,3,3,3,3,1,2,1,1,2,2,1,2,2,1,2,1,1,1,1,3,4,4,2,5,,,,,,,,,,1,1,1,1,3,3,3,1,1,2,3,2,3,2,2,,1,1,1,1,1,2,2,2,4,1,,1,,1,1,1,9,1,1,1,3,0.5049772171080193
15702178,10-Oct-2024 14:35:14,10-Oct-2024 14:38:38,1,1,9,3,5,1,1,1,3,8,5,1,2,2,2,2,1,4,2,4,3,4,3,3,2,3,1,3,1,2,,,,,,1,,3,2,1,1,1,1,4,3,1,2,1,2,1,3,4,3,3,1,1,1,3,1,3,3,3,4,3,1,,,,,,99,,,,,,,,,,,,,1,1,1,2,2,2,5,1,1,1,1,2,1,1,3,3,2,1,5,,,,,,,,,,2,2,2,3,3,1,3,1,3,2,3,2,1,5,2,,4,2,2,4,2,1,2,1,4,3,2,,3,2,3,1,9,3,2,1,2,0.7288155405531754
15702179,08-Oct-2024 18:18:11,08-Oct-2024 18:23:01,1,1,9,2,5,1,1,2,2,2,2,2,2,2,2,1,1,1,4,4,4,3,4,4,2,3,3,3,4,4,2,3,2,2,2,2,,2,4,3,3,3,1,3,3,1,3,3,4,3,4,3,2,2,2,1,2,2,3,2,5,2,2,1,2,,,,2,,1,1,2,2,3,1,2,1,,,,,,3,3,4,3,3,3,3,4,4,2,2,1,2,2,3,3,2,3,,,,,,,,,,,,,,,,1,1,1,4,1,2,1,1,5,1,1,1,1,3,1,1,1,2,1,4,2,,2,,2,3,2,9,3,1,1,2,0.6071631071138719
15702180,11-Oct-2024 08:55:41,11-Oct-2024 09:10:22,3,1,9,4,3,1,1,1,3,11,5,1,3,1,2,2,2,6,3,2,4,99,99,99,99,3,3,2,4,99,3,2,2,3,1,3,3,3,4,3,2,3,2,5,,,3,,,,,,,,3,,3,1,1,4,3,6,1,2,1,,,,,,2,,,,,,,,3,3,1,3,99,3,2,2,3,99,4,5,4,3,1,2,2,2,2,5,5,3,3,,,,,,,,,,,,,,,,2,4,1,1,2,4,1,2,3,2,,1,1,1,1,6,12,,3,6,3,2,,3,2,3,1,5,3,3,2,2,0.9616927191603486
15702181,10-Oct-2024 08:22:40,10-Oct-2024 08:30:52,1,1,9,2,5,1,1,1,1,2,1,3,3,2,2,1,2,6,4,1,3,3,1,1,3,3,5,6,5,1,,,,,,3,,2,3,1,1,4,1,1,1,,1,5,3,1,3,1,3,3,1,1,1,1,2,1,1,2,3,,1,,,,,,1,1,1,1,3,3,1,1,,,,,,1,1,3,1,1,1,1,3,1,1,2,2,1,2,5,3,3,2,4,2,2,2,2,1,2,2,5,5,,,,,3,1,3,1,3,2,2,2,1,5,2,,1,1,1,1,6,1,2,1,5,3,2,,3,2,4,1,7,4,1,1,3,0.4406344580639452
15702182,08-Oct-2024 15:03:49,08-Oct-2024 15:11:20,1,1,9,2,3,2,1,2,4,11,5,5,2,1,2,1,2,1,2,,,,,,,,,,,,,,,,,1,,3,1,6,7,2,2,4,,,3,,,,,,,,1,2,,,,,,,,,2,,5,,,,2,,,,,,,,1,2,3,2,2,1,2,3,3,3,1,3,2,1,1,1,1,1,1,4,3,1,2,5,,,,,,,,,,3,3,1,,,1,,1,1,2,2,1,2,3,2,,1,1,1,1,2,12,,3,5,3,2,,3,2,3,1,9,3,1,2,3,1.6829194299861852
15702183,08-Oct-2024 16:43:22,08-Oct-2024 16:50:45,1,1,9,3,3,1,1,2,1,3,4,2,2,1,2,99,2,4,2,2,2,3,2,2,2,2,2,2,5,5,,,,,,1,,3,4,2,2,8,2,5,,,6,,,,,,,,4,,2,3,2,4,5,6,3,3,1,,,,,,2,,,,,,,,3,3,3,2,2,2,2,2,1,1,3,1,3,1,3,,,,,,,,3,,,,,,,,,,,,,,,,1,3,1,2,2,3,1,2,3,2,,1,1,1,1,4,1,2,1,5,2,,1,,2,3,1,9,3,4,2,2,1.6570994932348828
15702184,08-Oct-2024 15:55:17,08-Oct-2024 16:02:40,1,1,9,2,5,1,1,1,1,9,3,3,5,2,1,2,2,5,4,5,5,5,4,3,5,5,4,6,1,1,3,1,3,3,1,3,,3,4,1,2,8,1,5,1,,1,5,1,1,3,1,3,3,1,1,1,1,1,1,1,1,1,,1,,,,,,2,,,,,,,,1,3,3,3,1,1,2,2,5,4,1,3,2,1,2,1,1,1,1,5,4,2,1,5,,,,,,,,,,3,3,1,2,3,2,1,1,4,2,2,1,1,5,2,,1,1,1,1,1,1,2,1,4,1,,1,,1,2,1,9,3,1,1,2,0.5217679552237919
15702185,12-Oct-2024 23:56:08,13-Oct-2024 00:09:34,3,1,9,1,4,2,2,1,1,2,2,2,2,1,2,1,2,4,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,3,,3,4,4,3,4,2,5,,,2,,,,,,,,3,,1,1,1,1,1,1,1,1,2,,,1,,,1,1,3,1,3,2,1,1,,,,,,2,1,2,3,2,1,4,1,1,2,2,2,1,2,3,3,3,3,,,,,,,,,,,,,,,,1,4,1,3,2,1,2,2,4,2,,2,3,5,4,6,2,2,2,2,99,2,,99,2,4,3,1,4,2,1,1,4.764723573445259
15702186,09-Oct-2024 15:56:40,09-Oct-2024 16:04:27,1,1,9,1,5,1,1,2,3,9,4,2,5,1,2,1,1,6,3,3,3,4,3,3,3,3,3,3,3,5,,,,,,1,,2,3,2,1,3,2,3,,,3,,,,,,,,2,1,1,2,3,2,1,3,3,3,2,,,,2,,1,2,3,3,3,2,1,2,,,,,,1,2,3,3,3,3,3,4,2,2,2,2,1,1,5,4,4,2,4,2,1,2,1,1,2,1,3,3,,,,,3,1,3,1,4,1,1,1,1,5,1,1,1,1,3,1,6,10,,3,5,2,,2,,2,4,2,5,4,2,2,1,2.6247505872672607
15702187,08-Oct-2024 20:38:57,08-Oct-2024 20:50:31,1,1,9,3,4,2,1,2,2,5,5,1,4,2,1,1,2,1,1,4,4,3,5,1,1,1,1,1,1,5,1,1,1,3,1,3,,3,4,1,1,1,2,5,,,5,,,,,,,,4,,1,1,2,4,5,2,3,3,1,,,,,,2,,,,,,,,1,3,3,1,1,1,2,2,3,2,2,3,2,2,2,1,1,2,2,5,5,3,2,5,,,,,,,,,,2,2,1,3,3,2,3,1,3,2,3,2,2,4,2,,1,1,1,1,1,3,2,4,1,3,1,,2,1,2,1,6,3,1,1,2,0.44881134138451784
15702188,08-Oct-2024 15:34:41,08-Oct-2024 15:45:43,1,1,9,1,6,1,1,1,1,7,5,1,1,2,2,2,2,4,2,2,3,3,3,2,2,2,2,6,3,1,,,,,,2,,2,3,2,2,8,1,5,2,2,1,3,4,1,4,2,3,3,4,,2,2,2,2,2,2,3,3,1,,,,,,2,,,,,,,,3,3,3,3,1,2,2,3,4,3,3,3,3,2,2,2,2,2,2,4,3,3,2,5,,,,,,,,,,3,3,2,3,3,2,3,1,3,3,1,1,1,6,2,,1,1,1,1,1,1,1,1,2,3,1,,3,1,2,1,7,3,1,1,2,0.9539632793496604
15702189,09-Oct-2024 05:18:17,09-Oct-2024 05:32:16,1,1,9,3,4,1,2,2,3,8,3,3,4,2,1,1,2,6,4,2,4,5,4,2,3,4,4,3,4,3,2,2,1,2,1,3,,3,4,3,2,4,1,5,3,1,1,4,3,2,4,2,3,3,2,1,3,3,1,1,1,1,3,3,1,,,,,,2,,,,,,,,1,2,3,1,3,2,2,2,3,2,1,2,2,2,2,1,1,2,1,4,3,4,2,4,2,1,2,1,2,2,2,3,3,,,,,2,3,1,1,1,2,3,1,2,4,2,,1,1,1,1,1,2,2,2,5,1,,1,,1,1,1,8,2,2,1,2,0.6768169012472431
15702190,08-Oct-2024 16:04:35,08-Oct-2024 16:22:08,1,1,9,2,3,1,1,2,1,3,4,2,2,1,1,1,2,4,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,1,,2,2,2,2,2,2,5,,,2,,,,,,,,2,1,1,1,1,2,1,2,3,3,1,,,,,,1,2,2,2,1,1,3,2,,,,,,3,3,4,4,3,3,4,4,3,2,2,2,1,2,5,4,3,2,5,,,,,,,,,,2,3,1,3,3,1,3,1,4,3,2,1,2,3,2,,1,1,1,1,3,10,,3,6,3,2,,3,2,3,2,6,3,2,2,2,1.248534957665808
15702191,10-Oct-2024 16:42:00,10-Oct-2024 16:54:57,1,1,9,2,2,1,3,4,1,1,5,2,3,1,1,1,2,6,2,2,2,2,3,2,2,2,2,2,2,2,,,,,,1,,3,2,1,2,2,2,5,,,5,,,,,,,,4,,1,1,1,1,1,1,3,2,1,,,,,,2,,,,,,,,3,3,3,3,3,1,1,1,1,1,1,3,4,1,2,2,2,1,2,5,5,4,1,5,,,,,,,,,,3,1,1,3,3,2,1,1,4,1,2,1,3,2,2,,1,1,1,1,1,12,,3,5,4,1,,3,1,1,1,9,2,2,2,3,1.9551547438413326
15702192,10-Oct-2024 13:43:39,10-Oct-2024 13:50:43,1,1,9,2,5,1,1,1,1,6,5,2,2,2,2,2,1,6,4,2,4,4,4,4,2,3,4,4,2,5,3,1,1,3,2,1,,2,4,1,2,8,1,5,3,1,1,5,3,3,3,3,3,3,2,1,2,1,2,1,2,2,3,1,1,,,,,,2,,,,,,,,3,3,3,3,1,2,2,3,3,4,2,5,4,3,2,2,2,1,1,4,2,2,2,5,,,,,,,,,,2,2,1,2,3,1,3,1,2,1,2,2,1,5,2,,1,1,1,1,1,12,,3,5,2,,1,,2,4,1,9,4,1,1,2,0.3278937757866449
15702193,08-Oct-2024 15:37:43,08-Oct-2024 15:58:37,3,1,9,3,5,1,1,1,1,3,5,2,3,2,2,1,2,6,2,1,2,2,2,2,2,2,2,6,2,2,,,,,,1,,3,2,1,1,1,1,4,1,,1,5,1,1,1,1,1,2,1,1,3,3,1,3,3,6,3,,1,,,,,,1,3,3,3,3,3,3,2,,,,,,2,2,2,4,4,3,3,3,2,2,2,2,1,2,6,,4,3,,,,,,,,,,,,,,,,1,3,2,3,3,3,2,1,5,2,,1,2,2,1,6,1,2,1,4,2,,1,,2,4,1,3,4,1,2,2,0.5652006443323606
15702194,08-Oct-2024 20:05:10,08-Oct-2024 20:18:38,1,1,9,3,5,1,2,1,1,4,3,3,4,2,2,1,2,5,3,2,3,5,3,3,2,3,4,1,2,1,,,,,,1,,2,3,1,1,2,1,1,1,,1,3,3,1,4,3,3,4,2,2,2,2,1,3,3,6,3,,1,,,,,,2,,,,,,,,2,3,3,3,1,2,1,3,2,3,2,3,4,2,2,2,2,1,1,4,3,2,2,5,,,,,,,,,,2,1,2,3,3,2,1,1,3,3,3,1,1,5,2,,1,1,1,1,1,1,1,1,4,1,,1,,1,1,1,9,1,1,1,2,0.41057893486252367
15702195,09-Oct-2024 10:57:47,09-Oct-2024 11:10:04,1,1,9,2,5,1,2,1,1,9,1,2,3,2,1,1,1,6,3,3,5,3,3,2,3,5,3,2,2,1,3,1,1,2,1,1,,3,3,1,1,3,1,4,1,,2,3,4,1,5,1,3,4,1,2,2,3,2,1,1,2,3,,1,,,,,,1,1,1,1,1,1,2,1,,,,,,1,1,2,3,3,1,2,3,1,1,1,2,1,1,5,3,2,1,5,,,,,,,,,,3,2,3,3,1,2,1,1,3,2,2,1,1,5,2,,1,1,1,1,1,1,2,1,4,1,,2,,1,1,1,9,2,1,2,2,0.9931786643958512
15702196,10-Oct-2024 06:06:34,10-Oct-2024 06:22:24,1,1,9,4,2,2,1,4,4,3,5,2,2,1,1,1,2,1,2,,,,,,,,,,,,,,,,,1,2,3,2,6,2,2,2,5,,,4,,,,,,,,4,,,,,,,,,,1,,,,,,2,,,,,,,,3,3,3,3,3,2,2,3,3,3,3,3,4,3,2,2,2,1,1,5,5,4,3,,,,,,,,,,,,,,,,2,,1,2,3,4,1,3,2,2,,1,1,1,1,1,2,2,2,6,1,,1,,1,1,1,9,2,2,2,2,1.5173323401431595
15702197,08-Oct-2024 15:29:37,08-Oct-2024 15:51:18,3,1,9,3,6,1,1,1,3,5,3,1,3,2,1,1,2,5,3,1,4,4,2,1,1,3,2,2,2,1,3,3,2,3,1,1,,3,3,1,1,2,1,3,3,2,2,3,3,2,4,3,3,3,1,2,2,2,2,2,2,2,3,1,1,,,,,,2,,,,,,,,3,3,3,2,1,1,1,2,2,3,2,3,3,1,1,1,2,2,2,5,3,1,1,4,2,2,2,1,2,2,2,3,4,,,,,3,1,3,1,3,2,3,1,1,6,2,,1,2,2,1,1,12,,3,5,2,,1,,2,4,1,5,5,1,2,2,0.5866285442440758
15702198,08-Oct-2024 14:50:48,08-Oct-2024 15:02:12,3,1,9,3,2,1,1,2,1,4,5,1,1,1,2,1,2,6,5,1,5,5,5,3,5,5,5,1,1,3,3,1,1,1,1,1,,3,5,4,2,3,2,5,,,5,,,,,,,,4,,1,3,1,4,5,3,1,2,1,,,,,,2,,,,,,,,3,3,3,3,3,1,1,1,1,1,1,1,3,1,2,2,2,1,1,5,5,2,3,,,,,,,,,,,,,,,,3,3,1,2,2,3,2,3,2,2,,1,1,1,1,1,1,1,1,5,1,,1,,1,1,1,99,1,1,2,99,0.7891876060098338
15702199,08-Oct-2024 15:10:12,08-Oct-2024 16:11:12,1,1,9,2,6,1,1,1,1,6,5,2,4,2,2,1,1,6,2,2,2,3,2,2,2,2,2,3,2,3,,,,,,1,,3,2,1,1,2,1,3,3,1,2,1,4,3,4,3,4,4,1,1,3,3,3,1,1,6,3,3,1,,,,,,2,,,,,,,,3,3,3,2,1,2,2,3,5,5,2,2,3,2,2,2,2,1,1,4,3,4,2,4,2,2,2,2,1,2,2,3,3,,,,,2,2,1,1,3,1,2,1,1,6,1,1,1,1,3,1,2,2,2,2,5,1,,2,,1,1,2,9,2,1,1,3,0.4530684569512992
15702200,08-Oct-2024 20:08:17,08-Oct-2024 20:27:33,1,1,9,2,2,1,1,2,1,3,2,3,2,1,1,1,1,4,3,4,3,4,4,3,4,3,3,3,3,2,,,,,,3,,3,3,3,2,2,1,5,2,2,2,2,1,1,3,1,1,3,1,1,2,3,1,2,3,2,3,3,1,,,,,,2,,,,,,,,3,3,3,3,3,1,2,2,2,2,2,2,3,2,3,,,,,,,,2,5,,,,,,,,,,3,2,1,3,3,3,4,1,3,2,2,1,3,2,1,6,1,1,3,1,3,12,,3,5,3,2,,4,2,3,1,5,3,1,2,2,1.177148650541418
15702201,08-Oct-2024 17:41:42,08-Oct-2024 17:51:38,1,1,9,2,6,1,1,1,3,11,5,1,4,2,2,1,1,1,2,2,2,2,2,1,3,3,2,3,2,4,,,,,,1,,3,3,2,1,2,2,5,,,3,,,,,,,,2,1,1,2,2,2,2,6,1,1,1,,,,,,1,1,3,3,3,1,3,1,,,,,,2,2,2,3,3,1,3,3,1,1,1,2,2,2,4,3,3,1,5,,,,,,,,,,2,3,3,3,3,1,2,1,3,2,2,1,1,6,2,,1,1,1,1,1,1,1,1,3,3,2,,3,2,3,1,9,3,2,2,2,1.0373589953081899
15702202,12-Oct-2024 12:42:02,12-Oct-2024 12:57:00,1,1,9,2,6,2,1,2,1,2,5,1,2,2,2,1,2,6,3,3,3,4,2,3,2,2,3,3,2,3,,,,,,1,,3,2,1,1,2,2,5,,,4,,,,,,,,1,1,1,1,2,3,3,1,3,3,1,,,,,,1,2,3,3,1,1,3,2,,,,,,2,2,3,3,3,3,4,4,2,2,2,2,2,2,4,3,3,2,5,,,,,,,,,,3,2,1,3,3,1,4,1,2,2,2,2,1,6,2,,1,1,1,1,1,1,1,1,2,3,2,,3,2,3,1,9,3,1,1,3,0.4997495931801311
15702203,09-Oct-2024 07:05:12,09-Oct-2024 07:13:01,3,1,9,4,5,1,1,2,3,5,5,2,3,2,2,1,2,4,3,2,5,5,5,3,4,5,5,3,3,3,3,3,1,1,1,3,1,3,3,3,2,2,1,5,5,1,2,,3,3,3,3,3,3,2,1,3,3,3,3,3,3,4,3,1,,,,,,2,,,,,,,,3,3,3,3,3,2,2,3,5,3,2,2,3,2,2,2,2,1,1,5,6,4,2,5,,,,,,,,,,3,3,3,3,3,1,2,1,2,2,4,2,1,5,2,,1,1,1,1,1,1,2,1,3,2,,1,,2,4,1,9,4,2,2,3,0.7632067960463924
15702204,08-Oct-2024 22:06:52,08-Oct-2024 22:15:36,3,1,9,3,4,1,2,3,4,6,5,1,5,2,2,1,1,1,1,,,,,,,,,,,,,,,,,1,,3,2,6,1,1,2,2,,,1,,,,,,,,3,,,,,,,,,,2,,,4,,,1,3,1,3,3,1,3,2,,,,,,1,1,2,4,3,1,3,3,1,3,,,,,,,,2,5,,,,,,,,,,3,1,1,,,1,,1,3,2,3,2,2,4,2,,1,2,2,1,1,1,1,1,1,2,,1,,2,3,1,9,3,1,1,3,0.40226074731160777
15702205,08-Oct-2024 18:55:11,08-Oct-2024 18:59:23,1,1,9,2,5,1,1,2,2,2,1,1,1,2,2,1,2,6,2,2,2,4,3,4,2,4,2,1,2,3,,,,,,2,,3,4,2,3,3,2,5,,,2,,,,,,,,1,1,1,2,2,2,1,2,4,3,1,,,,,,1,1,1,1,2,2,1,2,,,,,,2,2,4,4,4,2,3,2,2,2,1,1,2,2,4,4,1,2,4,2,1,2,2,2,2,2,3,3,,,,,3,2,1,1,3,2,2,2,1,5,2,,1,3,5,1,1,2,2,2,2,1,,1,,1,1,1,9,2,1,2,2,0.5954844485620245
15702206,08-Oct-2024 21:16:19,08-Oct-2024 21:23:38,3,1,9,2,6,1,1,1,3,5,5,1,4,2,1,1,2,6,2,1,2,3,4,1,2,2,2,1,3,4,,,,,,1,,3,2,1,1,2,2,5,,,4,,,,,,,,2,2,2,2,2,1,3,2,3,2,1,,,,,,1,1,3,3,1,1,3,2,,,,,,3,2,4,3,4,3,3,2,2,2,1,2,2,2,4,3,3,3,,,,,,,,,,,,,,,,1,1,1,4,2,2,2,1,6,2,,1,1,1,1,1,12,,3,6,3,2,,3,2,4,1,9,4,2,2,3,0.9668075483477618
15702207,09-Oct-2024 07:35:57,09-Oct-2024 07:43:25,3,1,9,2,1,1,1,2,5,1,3,2,4,1,1,1,2,6,5,3,5,4,3,1,3,4,3,6,5,5,1,1,1,2,1,3,,3,2,2,1,3,2,5,,,3,,,,,,,,3,,1,2,2,1,1,2,3,3,1,,,,,,2,,,,,,,,2,1,3,2,2,1,1,1,3,3,3,4,3,1,2,2,2,1,2,5,1,2,2,5,,,,,,,,,,3,3,1,3,3,1,3,2,3,1,2,2,3,1,2,,1,1,1,1,2,12,,3,6,4,1,,3,1,2,3,2,3,1,2,1,1.2227654030667967
15702208,09-Oct-2024 13:21:00,09-Oct-2024 13:34:23,1,1,9,4,5,1,1,1,3,5,5,1,2,2,2,1,2,6,2,4,3,3,2,1,1,2,2,2,3,5,,,,,,3,3,3,2,1,2,2,2,5,,,2,,,,,,,,2,1,1,2,2,2,1,2,3,3,1,,,,,,1,1,2,1,2,1,1,2,,,,,,1,1,1,3,4,2,2,3,1,2,2,2,1,1,5,4,4,3,,,,,,,,,,,,,,,,3,3,2,2,2,4,2,1,5,2,,1,1,1,1,1,2,2,2,5,2,,1,,2,3,1,7,3,2,1,2,0.42551893293380005
15702209,08-Oct-2024 17:16:33,08-Oct-2024 17:26:41,1,1,9,3,5,1,1,1,1,3,5,2,5,2,1,1,1,6,3,3,4,3,3,2,3,5,4,5,3,4,3,1,1,2,1,1,,3,2,2,2,2,1,4,4,1,3,,3,3,1,5,4,3,1,1,2,2,3,3,5,3,3,3,1,,,,,,2,,,,,,,,1,3,2,3,2,2,2,3,1,3,2,1,3,1,2,2,2,2,2,5,3,3,2,4,2,1,1,2,1,2,2,3,3,,,,,3,2,4,2,3,3,3,2,1,5,2,,1,1,1,1,1,1,1,1,5,3,1,,3,1,2,1,7,3,1,2,2,0.7623471255183177
15702210,10-Oct-2024 15:11:56,10-Oct-2024 15:20:48,1,1,9,2,4,1,1,3,1,9,2,3,4,1,1,1,1,6,4,3,5,5,5,5,3,3,3,2,4,5,3,1,1,3,1,1,,3,4,2,3,2,1,5,5,1,3,,3,3,2,3,3,3,2,2,3,3,3,3,3,3,4,1,1,,,,,,1,1,3,3,3,1,3,2,,,,,,1,1,1,4,2,1,2,4,1,2,2,2,1,2,3,3,2,2,5,,,,,,,,,,3,1,1,3,3,1,2,1,3,2,2,1,2,4,1,2,4,4,3,2,1,1,2,1,4,3,2,,3,2,3,1,9,3,1,2,2,0.6037604122829248
15702211,08-Oct-2024 17:11:57,08-Oct-2024 17:17:32,1,1,10,3,1,1,1,1,4,3,3,3,4,1,2,2,2,1,2,,,,,,,,,,,,,,,,,3,,3,2,2,1,8,2,4,,,3,,,,,,,,4,,,,,,,,,,1,,,,,,2,,,,,,,,2,3,3,2,3,2,3,3,2,2,3,3,2,2,3,,,,,,,,3,,,,,,,,,,,,,,,,1,,1,4,2,3,1,3,1,1,5,4,5,3,4,2,2,2,2,6,2,,1,,2,4,3,2,4,2,2,1,4.640233023136583
15702212,08-Oct-2024 18:01:02,08-Oct-2024 18:07:56,1,1,9,2,3,1,2,3,4,1,4,3,4,1,2,1,2,1,2,,,,,,,,,,,,,,,,,3,,3,4,6,7,2,1,1,1,,1,,,,,,,,3,,,,,,,,,,1,,,,,,2,,,,,,,,1,1,3,3,1,3,2,3,2,2,3,3,2,2,2,2,2,1,1,4,3,2,2,5,,,,,,,,,,1,1,1,,,2,,1,2,1,2,1,2,3,2,,1,1,1,1,1,2,2,2,1,3,1,,3,1,2,3,1,3,2,1,1,0.9904828881956828
